DATE,ACTIVE,28d TESTS,UNKN,VAR,NET,LGA,Year,Date
08 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-08
07 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-07
06 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-06
05 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-05
04 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-04
03 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-03
02 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-02
01 Apr,0,TRUE,0,NA,0,Gunnedah,2021,2021-04-01
31 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-31
30 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-30
29 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-29
28 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-28
27 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-27
26 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-26
25 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-25
24 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-24
23 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-23
22 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-22
21 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-21
20 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-20
19 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-19
18 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-18
17 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-17
16 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-16
15 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-15
14 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-14
13 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-13
12 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-12
11 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-11
10 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-10
09 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-09
08 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-08
07 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-07
06 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-06
05 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-05
04 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-04
03 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-03
02 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-02
01 Mar,0,TRUE,0,NA,0,Gunnedah,2021,2021-03-01
28 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-28
27 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-27
26 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-26
25 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-25
24 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-24
23 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-23
22 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-22
21 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-21
20 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-20
19 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-19
18 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-18
17 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-17
16 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-16
15 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-15
14 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-14
13 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-13
12 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-12
11 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-11
10 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-10
09 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-09
08 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-08
07 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-07
06 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-06
05 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-05
04 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-04
03 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-03
02 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-02
01 Feb,0,TRUE,0,NA,0,Gunnedah,2021,2021-02-01
31 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-31
30 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-30
29 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-29
28 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-28
27 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-27
26 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-26
25 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-25
24 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-24
23 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-23
22 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-22
21 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-21
20 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-20
19 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-19
18 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-18
17 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-17
16 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-16
15 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-15
14 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-14
13 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-13
12 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-12
11 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-11
10 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-10
09 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-09
08 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-08
07 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-07
06 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-06
05 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-05
04 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-04
03 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-03
02 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-02
01 Jan,0,TRUE,0,NA,0,Gunnedah,2021,2021-01-01
31 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-31
30 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-30
29 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-29
28 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-28
27 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-27
26 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-26
25 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-25
24 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-24
23 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-23
22 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-22
21 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-21
20 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-20
19 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-19
18 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-18
17 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-17
16 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-16
15 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-15
14 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-14
13 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-13
12 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-12
11 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-11
10 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-10
09 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-09
08 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-08
07 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-07
06 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-06
05 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-05
04 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-04
03 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-03
02 Dec,0,TRUE,0,NA,0,Gunnedah,2020,2020-12-02
01 Dec,0,TRUE,0,NA,-,Gunnedah,2020,2020-12-01
26 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-26
25 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-25
24 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-24
23 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-23
22 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-22
21 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-21
20 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-20
19 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-19
18 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-18
17 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-17
16 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-16
15 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-15
14 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-14
13 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-13
12 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-12
11 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-11
10 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-10
09 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-09
08 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-08
07 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-07
06 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-06
05 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-05
04 Jul,0,TRUE,0,NA,-,Gwydir,2021,2021-07-04
02 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-02
01 Jul,0,TRUE,0,NA,0,Gwydir,2021,2021-07-01
30 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-30
29 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-29
28 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-28
27 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-27
26 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-26
25 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-25
24 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-24
23 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-23
22 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-22
21 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-21
20 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-20
19 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-19
18 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-18
17 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-17
16 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-16
15 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-15
14 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-14
13 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-13
12 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-12
11 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-11
10 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-10
09 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-09
08 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-08
07 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-07
06 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-06
05 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-05
04 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-04
03 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-03
02 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-02
01 Jun,0,TRUE,0,NA,0,Gwydir,2021,2021-06-01
31 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-31
30 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-30
29 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-29
28 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-28
27 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-27
26 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-26
25 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-25
24 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-24
23 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-23
22 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-22
21 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-21
20 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-20
19 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-19
18 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-18
17 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-17
16 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-16
15 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-15
14 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-14
13 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-13
12 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-12
11 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-11
10 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-10
09 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-09
08 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-08
07 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-07
06 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-06
05 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-05
04 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-04
03 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-03
02 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-02
01 May,0,TRUE,0,NA,0,Gwydir,2021,2021-05-01
30 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-30
29 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-29
28 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-28
27 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-27
26 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-26
25 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-25
24 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-24
23 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-23
22 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-22
21 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-21
20 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-20
19 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-19
18 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-18
17 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-17
16 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-16
15 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-15
14 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-14
13 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-13
12 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-12
11 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-11
10 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-10
09 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-09
08 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-08
07 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-07
06 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-06
05 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-05
04 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-04
03 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-03
02 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-02
01 Apr,0,TRUE,0,NA,0,Gwydir,2021,2021-04-01
31 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-31
30 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-30
29 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-29
28 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-28
27 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-27
26 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-26
25 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-25
24 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-24
23 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-23
22 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-22
21 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-21
20 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-20
19 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-19
18 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-18
17 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-17
16 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-16
15 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-15
14 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-14
13 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-13
12 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-12
11 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-11
10 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-10
09 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-09
08 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-08
07 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-07
06 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-06
05 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-05
04 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-04
03 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-03
02 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-02
01 Mar,0,TRUE,0,NA,0,Gwydir,2021,2021-03-01
28 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-28
27 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-27
26 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-26
25 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-25
24 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-24
23 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-23
22 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-22
21 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-21
20 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-20
19 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-19
18 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-18
17 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-17
16 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-16
15 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-15
14 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-14
13 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-13
12 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-12
11 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-11
10 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-10
09 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-09
08 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-08
07 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-07
06 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-06
05 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-05
04 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-04
03 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-03
02 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-02
01 Feb,0,TRUE,0,NA,0,Gwydir,2021,2021-02-01
31 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-31
30 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-30
29 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-29
28 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-28
27 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-27
26 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-26
25 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-25
24 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-24
23 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-23
22 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-22
21 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-21
20 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-20
19 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-19
18 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-18
17 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-17
16 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-16
15 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-15
14 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-14
13 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-13
12 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-12
11 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-11
10 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-10
09 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-09
08 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-08
07 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-07
06 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-06
05 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-05
04 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-04
03 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-03
02 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-02
01 Jan,0,TRUE,0,NA,0,Gwydir,2021,2021-01-01
31 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-31
30 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-30
29 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-29
28 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-28
27 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-27
26 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-26
25 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-25
24 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-24
23 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-23
22 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-22
21 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-21
20 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-20
19 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-19
18 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-18
17 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-17
16 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-16
15 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-15
14 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-14
13 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-13
12 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-12
11 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-11
10 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-10
09 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-09
08 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-08
07 Dec,0,TRUE,0,NA,0,Gwydir,2020,2020-12-07
